TAZID,commercial,resident,industrial,public,transport,other
1750,0.158716,0.154588,0.166511,0.155055,0.192378,0.172753
1751,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1752,0.163302,0.158033,0.164723,0.155893,0.185286,0.172764
1753,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1754,0.160688,0.156172,0.165932,0.155525,0.189103,0.17258
1755,0.158698,0.154569,0.166548,0.155037,0.192161,0.172987
1756,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1757,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1758,0.158669,0.155062,0.166022,0.155406,0.191963,0.172878
1759,0.168277,0.161348,0.161043,0.155368,0.182169,0.171796
1760,0.160988,0.156586,0.165841,0.155724,0.188312,0.17255
1761,0.160119,0.155836,0.166136,0.155591,0.189918,0.172401
1762,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1763,0.158578,0.15445,0.166329,0.155102,0.192628,0.172913
1764,0.160215,0.155814,0.166041,0.155574,0.189865,0.172491
1765,0.16635,0.160254,0.16276,0.155309,0.183629,0.171697
1766,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1767,0.160969,0.15652,0.165762,0.155836,0.188512,0.172402
1768,0.163292,0.157895,0.164853,0.156095,0.185148,0.172718
1769,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1770,0.166652,0.160012,0.162588,0.155392,0.183123,0.172234
1771,0.15892,0.15503,0.166154,0.15499,0.191557,0.173349
1772,0.163208,0.158107,0.164636,0.156153,0.185594,0.172303
1773,0.163275,0.157911,0.164962,0.155886,0.185681,0.172285
1774,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1775,0.160837,0.156628,0.165868,0.155677,0.188681,0.172308
1776,0.163323,0.158084,0.164715,0.156026,0.185326,0.172526
1777,0.164298,0.158441,0.164424,0.155809,0.184575,0.172453
1778,0.158893,0.154579,0.166479,0.155087,0.192222,0.17274
1779,0.160782,0.156445,0.165847,0.155567,0.18918,0.172179
1780,0.166781,0.159982,0.162449,0.155773,0.182639,0.172377
1781,0.164915,0.15872,0.164218,0.155369,0.184283,0.172494
1782,0.161098,0.156561,0.16561,0.155875,0.188289,0.172567
1783,0.158778,0.154512,0.166216,0.155548,0.19221,0.172736
1784,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1785,0.166846,0.160149,0.162494,0.155377,0.182612,0.172521
1786,0.163287,0.157881,0.164933,0.156009,0.18508,0.172811
1787,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1788,0.160809,0.156594,0.165898,0.155668,0.188649,0.172383
1789,0.16196,0.156995,0.165514,0.155991,0.186821,0.172719
1790,0.162509,0.157511,0.165138,0.156269,0.186003,0.17257
1791,0.166515,0.160167,0.162684,0.155259,0.183064,0.172311
1792,0.1618,0.157208,0.165374,0.155705,0.187464,0.172449
1793,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1794,0.158863,0.155057,0.166247,0.155227,0.191619,0.172987
1795,0.163466,0.15794,0.164652,0.156296,0.184962,0.172684
1796,0.160273,0.155944,0.16606,0.155467,0.189675,0.172581
1797,0.158726,0.154551,0.166462,0.155013,0.192352,0.172896
1798,0.16663,0.160016,0.162534,0.155494,0.183108,0.172219
1799,0.163355,0.157994,0.1646,0.156316,0.184898,0.172837
1800,0.162613,0.157628,0.165034,0.15613,0.185934,0.172662
1801,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1802,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1803,0.162075,0.156906,0.165394,0.156087,0.18675,0.172788
1804,0.164916,0.158752,0.164105,0.155642,0.184187,0.172398
1805,0.16962,0.162325,0.159641,0.155317,0.181081,0.172016
1806,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1807,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1808,0.166722,0.159877,0.162798,0.155205,0.183074,0.172323
1809,0.166621,0.160078,0.162506,0.155446,0.18294,0.172409
1810,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1811,0.161706,0.157024,0.165555,0.155893,0.187581,0.172241
1812,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1813,0.159007,0.154568,0.166462,0.1553,0.191818,0.172845
1814,0.1633,0.158023,0.164804,0.155986,0.185342,0.172544
1815,0.16645,0.160035,0.16271,0.155499,0.183521,0.171785
1816,0.158666,0.154499,0.166559,0.15498,0.192523,0.172773
1817,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1818,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1819,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1820,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1821,0.166831,0.15975,0.162461,0.155748,0.182615,0.172595
1822,0.158921,0.154927,0.166538,0.155512,0.19131,0.172792
1823,0.169684,0.162293,0.159679,0.155282,0.181099,0.171962
1824,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1825,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1826,0.158625,0.154281,0.166525,0.154947,0.192918,0.172704
1827,0.169562,0.162279,0.159726,0.155405,0.181299,0.171728
1828,0.163063,0.158047,0.165109,0.155728,0.185993,0.17206
1829,0.16198,0.157127,0.165119,0.156206,0.186892,0.172677
1830,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1831,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1832,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1833,0.169488,0.162443,0.159669,0.155269,0.181571,0.17156
1834,0.160676,0.156138,0.166145,0.155289,0.189189,0.172563
1835,0.160656,0.156256,0.165784,0.155742,0.189013,0.17255
1836,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1837,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1838,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1839,0.166502,0.16014,0.162535,0.15545,0.183329,0.172045
1840,0.166657,0.159851,0.162733,0.15556,0.18296,0.17224
1841,0.166706,0.15999,0.162517,0.155472,0.182971,0.172344
1842,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1843,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1844,0.158321,0.15429,0.166637,0.154694,0.193149,0.172909
1845,0.168384,0.161283,0.160894,0.155299,0.182039,0.172099
1846,0.163309,0.158071,0.164692,0.156003,0.185136,0.172789
1847,0.162019,0.157203,0.165204,0.15615,0.186722,0.172702
1848,0.16084,0.15615,0.165726,0.15592,0.188724,0.17264
1849,0.158469,0.154357,0.16674,0.15472,0.193037,0.172678
1850,0.160623,0.156348,0.165713,0.155696,0.188939,0.172681
1851,0.169587,0.162297,0.159755,0.154968,0.181474,0.171919
1852,0.161959,0.157063,0.16529,0.155961,0.187097,0.172629
1853,0.158503,0.154518,0.166508,0.154887,0.192687,0.172897
1854,0.166636,0.159836,0.162902,0.15544,0.183118,0.172068
1855,0.158387,0.154298,0.166712,0.154972,0.192979,0.172652
1856,0.163246,0.157869,0.164993,0.15606,0.185304,0.172528
1857,0.160786,0.156208,0.165773,0.155648,0.189017,0.172568
1858,0.166927,0.159654,0.162593,0.155627,0.182454,0.172747
1859,0.158865,0.154498,0.166497,0.155435,0.192007,0.172698
1860,0.166389,0.160472,0.16243,0.155559,0.183859,0.171291
1861,0.163265,0.157904,0.165018,0.155906,0.185714,0.172192
1862,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1863,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1864,0.161102,0.15654,0.16585,0.155777,0.188287,0.172445
1865,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1866,0.17117,0.163724,0.15788,0.15479,0.180228,0.172207
1867,0.162731,0.157477,0.164889,0.156377,0.185857,0.172669
1868,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1869,0.163446,0.158157,0.164502,0.156151,0.184722,0.173022
1870,0.161372,0.156625,0.165444,0.155929,0.187883,0.172747
1871,0.158833,0.154807,0.166266,0.155195,0.191941,0.172959
1872,0.166681,0.159961,0.162609,0.155387,0.182906,0.172457
1873,0.160979,0.156412,0.16582,0.15576,0.188547,0.172481
1874,0.164671,0.158899,0.164381,0.15535,0.184841,0.171857
1875,0.166792,0.159833,0.162647,0.155317,0.183088,0.172323
1876,0.161247,0.156389,0.165617,0.155997,0.188244,0.172506
1877,0.166328,0.16037,0.162703,0.155386,0.184212,0.171001
1878,0.164842,0.158762,0.164227,0.155386,0.184552,0.172231
1879,0.158994,0.15492,0.166163,0.155944,0.190901,0.173078
1880,0.158718,0.154437,0.166522,0.154942,0.192449,0.172932
1881,0.158881,0.154636,0.166461,0.155096,0.191952,0.172974
1882,0.165005,0.15871,0.164154,0.155513,0.184241,0.172378
1883,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1884,0.164915,0.15881,0.164026,0.155528,0.184209,0.172512
1885,0.164946,0.15874,0.164166,0.155472,0.184304,0.172371
1886,0.161889,0.157002,0.165609,0.155973,0.187029,0.172498
1887,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1888,0.158577,0.15441,0.166446,0.154736,0.192754,0.173076
1889,0.166702,0.159729,0.162713,0.155435,0.183522,0.171899
1890,0.163231,0.15804,0.164839,0.155765,0.185596,0.172529
1891,0.161307,0.156713,0.165534,0.155903,0.187935,0.172607
1892,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1893,0.158864,0.154152,0.166573,0.154825,0.192801,0.172785
1894,0.163414,0.158202,0.164687,0.155673,0.18526,0.172764
1895,0.158951,0.154969,0.166124,0.155606,0.19123,0.17312
1896,0.162865,0.158192,0.165128,0.155858,0.185797,0.17216
1897,0.166722,0.159965,0.162568,0.155555,0.182938,0.172252
1898,0.159116,0.155155,0.165924,0.156017,0.190768,0.173019
1899,0.161763,0.157122,0.16536,0.156,0.18721,0.172544
1900,0.15887,0.154672,0.166353,0.155125,0.191973,0.173006
1901,0.158091,0.154038,0.16688,0.154856,0.193772,0.172363
1902,0.161946,0.157343,0.16538,0.155979,0.186831,0.172522
1903,0.158902,0.155012,0.166268,0.155143,0.191674,0.173002
1904,0.158297,0.15417,0.16679,0.154912,0.193097,0.172735
1905,0.158703,0.154407,0.166566,0.15501,0.192324,0.17299
1906,0.163239,0.157992,0.164841,0.155941,0.185265,0.172722
1907,0.160662,0.156276,0.165648,0.155991,0.188863,0.172559
1908,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1909,0.161767,0.157148,0.165384,0.156111,0.187069,0.172521
1910,0.163106,0.157974,0.16469,0.156209,0.185199,0.172822
1911,0.1588,0.154908,0.166223,0.155622,0.191506,0.17294
1912,0.171204,0.163653,0.157834,0.154795,0.180201,0.172313
1913,0.162085,0.157199,0.165147,0.15624,0.186696,0.172633
1914,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1915,0.158582,0.154189,0.166879,0.154903,0.192802,0.172645
1916,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1917,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1918,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1919,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1920,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1921,0.158251,0.154061,0.166843,0.154627,0.193451,0.172766
1922,0.16218,0.156988,0.16529,0.156333,0.186576,0.172634
1923,0.1608,0.156617,0.165793,0.155483,0.18903,0.172277
1924,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1925,0.163703,0.157986,0.164595,0.156453,0.184523,0.172741
1926,0.161387,0.15657,0.165487,0.15612,0.187825,0.172611
1927,0.158799,0.154527,0.166469,0.155068,0.19232,0.172818
1928,0.158729,0.154418,0.166376,0.155211,0.192369,0.172896
1929,0.166465,0.160046,0.162659,0.155402,0.183382,0.172046
1930,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1931,0.161817,0.157013,0.16529,0.156126,0.187062,0.172694
1932,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1933,0.158778,0.154495,0.166535,0.155168,0.19207,0.172954
1934,0.158778,0.154519,0.166435,0.155074,0.192473,0.172721
1935,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1936,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1937,0.160517,0.156194,0.165886,0.155653,0.189132,0.172617
1938,0.163274,0.158015,0.16481,0.156011,0.185252,0.172637
1939,0.163358,0.158042,0.164729,0.155972,0.185376,0.172523
1940,0.169515,0.162433,0.15969,0.155265,0.181428,0.171669
1941,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1942,0.163179,0.158106,0.164783,0.155755,0.185678,0.172499
1943,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1944,0.164981,0.158641,0.164202,0.155502,0.184097,0.172577
1945,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1946,0.164753,0.158934,0.164176,0.155475,0.184579,0.172082
1947,0.160166,0.155721,0.166157,0.155622,0.189732,0.172601
1948,0.163722,0.158098,0.164297,0.156429,0.184558,0.172896
1949,0.161091,0.156457,0.165714,0.155789,0.188394,0.172555
1950,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1951,0.161867,0.157271,0.165266,0.155931,0.186949,0.172716
1952,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1953,0.16157,0.156895,0.165512,0.15596,0.187329,0.172734
1954,0.161578,0.15712,0.165517,0.155887,0.187528,0.172369
1955,0.166673,0.159936,0.162639,0.155353,0.1829,0.172499
1956,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1957,0.161139,0.15645,0.165654,0.155919,0.188252,0.172587
1958,0.158498,0.15436,0.16645,0.155,0.192862,0.17283
1959,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1960,0.162043,0.157135,0.165278,0.156128,0.186824,0.172592
1961,0.166572,0.160073,0.162712,0.155316,0.183627,0.1717
1962,0.163193,0.158024,0.164787,0.155972,0.185581,0.172444
1963,0.160467,0.156305,0.165961,0.155389,0.18923,0.172648
1964,0.161929,0.157221,0.165095,0.156226,0.186796,0.172733
1965,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1966,0.163456,0.158186,0.164636,0.156109,0.184828,0.172785
1967,0.166734,0.160116,0.162583,0.155247,0.18331,0.172011
1968,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1969,0.158961,0.154775,0.166486,0.155168,0.191738,0.172871
1970,0.158678,0.154454,0.166699,0.154789,0.192496,0.172885
1971,0.16683,0.159775,0.16267,0.155421,0.182612,0.172691
1972,0.166347,0.160194,0.162814,0.155431,0.183854,0.171361
1973,0.161813,0.157117,0.165513,0.1557,0.187273,0.172583
1974,0.166723,0.159964,0.162706,0.155421,0.182935,0.17225
1975,0.162396,0.157474,0.165275,0.156,0.18627,0.172585
1976,0.160332,0.155978,0.166023,0.15569,0.189462,0.172514
1977,0.166385,0.160008,0.162603,0.155587,0.18345,0.171966
1978,0.16662,0.160042,0.162694,0.15533,0.1832,0.172113
1979,0.166709,0.159907,0.162348,0.156047,0.182527,0.172462
1980,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1981,0.167141,0.159796,0.162342,0.155771,0.181732,0.173217
1982,0.161888,0.157087,0.165333,0.156187,0.186911,0.172594
1983,0.16347,0.157874,0.164782,0.156228,0.18493,0.172716
1984,0.162401,0.157417,0.165223,0.156021,0.186482,0.172456
1985,0.1634,0.158069,0.164737,0.156024,0.185205,0.172566
1986,0.160889,0.156518,0.165944,0.155446,0.188884,0.172319
1987,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1988,0.164798,0.158772,0.164201,0.155422,0.184617,0.17219
1989,0.15871,0.154449,0.166458,0.155404,0.192141,0.172837
1990,0.160216,0.155902,0.165868,0.155807,0.189576,0.172632
1991,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1992,0.158579,0.154363,0.166539,0.155035,0.192724,0.172761
1993,0.163446,0.158047,0.164576,0.156114,0.184882,0.172935
1994,0.16316,0.15813,0.164729,0.156001,0.185639,0.172341
1995,0.158738,0.154592,0.166603,0.15508,0.192083,0.172905
1996,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
1997,0.158767,0.154715,0.166578,0.155179,0.191646,0.173115
1998,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
1999,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2000,0.158874,0.154619,0.166468,0.155269,0.192032,0.172737
2001,0.161056,0.156594,0.165692,0.155644,0.188575,0.172439
2002,0.160196,0.156174,0.166189,0.155261,0.189959,0.172222
2003,0.16121,0.156705,0.165488,0.156002,0.18792,0.172675
2004,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2005,0.166731,0.159889,0.162685,0.155435,0.182895,0.172365
2006,0.158267,0.15419,0.166788,0.154788,0.193514,0.172453
2007,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2008,0.164854,0.15874,0.164232,0.155548,0.184245,0.172381
2009,0.158765,0.154948,0.166549,0.155008,0.191831,0.172899
2010,0.16045,0.156213,0.166047,0.155583,0.189187,0.172521
2011,0.160289,0.156006,0.166104,0.155591,0.189475,0.172535
2012,0.169582,0.162426,0.159701,0.155179,0.181399,0.171713
2013,0.161768,0.157158,0.165296,0.155901,0.187244,0.172634
2014,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2015,0.158783,0.154268,0.166556,0.155061,0.192496,0.172836
2016,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2017,0.171176,0.163454,0.157937,0.154877,0.180075,0.17248
2018,0.158849,0.154586,0.16641,0.154952,0.192378,0.172826
2019,0.166777,0.159974,0.162542,0.155477,0.182597,0.172634
2020,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2021,0.162117,0.15717,0.165206,0.156344,0.186446,0.172716
2022,0.16678,0.15987,0.162598,0.155537,0.18266,0.172554
2023,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2024,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2025,0.166718,0.159949,0.162801,0.155099,0.183419,0.172014
2026,0.158871,0.154482,0.166464,0.154881,0.192464,0.172837
2027,0.16077,0.156477,0.165504,0.156034,0.188503,0.172712
2028,0.160584,0.156197,0.166082,0.155472,0.189106,0.172559
2029,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2030,0.160776,0.155919,0.166108,0.1557,0.189102,0.172395
2031,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2032,0.158559,0.154564,0.166537,0.154858,0.192637,0.172846
2033,0.162193,0.157129,0.165225,0.156327,0.186461,0.172665
2034,0.162216,0.157301,0.164981,0.156322,0.186366,0.172814
2035,0.166356,0.160085,0.162558,0.155708,0.183363,0.17193
2036,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2037,0.166576,0.160062,0.162648,0.15534,0.183311,0.172062
2038,0.16673,0.159973,0.162619,0.155446,0.182977,0.172255
2039,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2040,0.161132,0.156531,0.165699,0.15576,0.188269,0.172609
2041,0.161968,0.156996,0.165365,0.156237,0.186906,0.172527
2042,0.161509,0.157154,0.165361,0.156019,0.187647,0.17231
2043,0.163378,0.157905,0.164771,0.156104,0.184994,0.172848
2044,0.161885,0.157105,0.165352,0.155941,0.187189,0.172528
2045,0.163443,0.157952,0.164741,0.15618,0.184843,0.17284
2046,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2047,0.161064,0.156403,0.165832,0.155548,0.18859,0.172563
2048,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2049,0.162138,0.157228,0.165191,0.156083,0.186628,0.172732
2050,0.16353,0.157968,0.164566,0.156073,0.185289,0.172573
2051,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2052,0.162006,0.157157,0.16526,0.156129,0.186803,0.172644
2053,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2054,0.161117,0.156603,0.165619,0.155831,0.188247,0.172583
2055,0.160617,0.156296,0.16591,0.155607,0.188989,0.17258
2056,0.161443,0.157153,0.165581,0.155673,0.188191,0.171959
2057,0.163357,0.158091,0.164716,0.156142,0.18524,0.172454
2058,0.162371,0.157525,0.165213,0.156134,0.186244,0.172512
2059,0.161939,0.1569,0.165422,0.155895,0.187245,0.1726
2060,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2061,0.161085,0.156638,0.165627,0.155746,0.188319,0.172585
2062,0.158713,0.155215,0.166031,0.155393,0.191645,0.173003
2063,0.158606,0.154624,0.166228,0.155692,0.191989,0.172862
2064,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2065,0.160228,0.155735,0.165969,0.155662,0.189778,0.172627
2066,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2067,0.163378,0.157942,0.164645,0.156137,0.185039,0.172858
2068,0.158572,0.154385,0.166497,0.154949,0.192765,0.172833
2069,0.166624,0.160025,0.16271,0.155412,0.183106,0.172122
2070,0.160862,0.156249,0.165688,0.155914,0.188604,0.172683
2071,0.166725,0.159926,0.16264,0.155516,0.182903,0.172291
2072,0.162336,0.157566,0.165189,0.156152,0.186209,0.172548
2073,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2074,0.166771,0.160039,0.162485,0.155465,0.182912,0.172328
2075,0.166824,0.15988,0.162667,0.1553,0.18289,0.172439
2076,0.160282,0.156199,0.16617,0.155377,0.189766,0.172206
2077,0.161076,0.156548,0.165817,0.155765,0.188323,0.172471
2078,0.158654,0.154495,0.1666,0.154896,0.192469,0.172886
2079,0.159302,0.155425,0.165431,0.156856,0.18964,0.173345
2080,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2081,0.166575,0.160067,0.162671,0.15535,0.183332,0.172005
2082,0.160776,0.156354,0.165765,0.155654,0.188839,0.172613
2083,0.161972,0.156936,0.16542,0.156158,0.187023,0.172491
2084,0.166808,0.15963,0.16288,0.155336,0.182955,0.172393
2085,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2086,0.161199,0.156551,0.165698,0.15591,0.188045,0.172598
2087,0.161688,0.157115,0.165377,0.155959,0.187421,0.172441
2088,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2089,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2090,0.158496,0.154363,0.166638,0.154937,0.192806,0.172761
2091,0.164903,0.158662,0.164303,0.155264,0.184362,0.172506
