TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
454,10.0,3.0,3.0,3.0,1.0,1.0,3.0,9.0,2.0,1.0,1.0,3.0,2.0,3.0,11.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,5.0,4.0,2.0,9.0,0.0,0.0,4.0,1.0,4.0,4.0,8.0
455,13.0,1.0,2.0,4.0,2.0,1.0,3.0,7.0,1.0,4.0,0.0,3.0,3.0,0.0,16.0,1.0,3.0,1.0,3.0,4.0,0.0,9.0,3.0,1.0,3.0,3.0,1.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0
456,4.0,2.0,1.0,5.0,4.0,2.0,0.0,10.0,2.0,1.0,1.0,0.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,9.0,3.0,4.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0
457,11.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,10.0,3.0,0.0,1.0,3.0,2.0,4.0,10.0,2.0,1.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,3.0,2.0,0.0,4.0,12.0
458,7.0,1.0,4.0,0.0,5.0,1.0,6.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,11.0,0.0,2.0,1.0,1.0,2.0,2.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,8.0,0.0,0.0,2.0,1.0,6.0,5.0,6.0
459,12.0,5.0,5.0,2.0,1.0,1.0,0.0,8.0,3.0,1.0,1.0,4.0,0.0,1.0,8.0,2.0,1.0,2.0,0.0,1.0,2.0,7.0,1.0,0.0,1.0,3.0,3.0,2.0,8.0,0.0,2.0,3.0,1.0,1.0,3.0,9.0
460,6.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,8.0,5.0,2.0,0.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,0.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,10.0
461,7.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,4.0,5.0,0.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,8.0,1.0,3.0,1.0,3.0,2.0,3.0,8.0,3.0,5.0,4.0,1.0,4.0,1.0,8.0
462,7.0,4.0,2.0,0.0,1.0,5.0,4.0,11.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,2.0,0.0,8.0
463,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,9.0,1.0,1.0,0.0,2.0,1.0,3.0,11.0,5.0,1.0,3.0,0.0,3.0,0.0,6.0
464,3.0,2.0,2.0,2.0,1.0,4.0,3.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,17.0,1.0,4.0,0.0,1.0,2.0,2.0,8.0,4.0,2.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,8.0
465,3.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,5.0,2.0,1.0,1.0,3.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,3.0,11.0,2.0,0.0,1.0,2.0,2.0,2.0,8.0
466,16.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,3.0,0.0,2.0,1.0,1.0,7.0,3.0,1.0,3.0,2.0,1.0,3.0,12.0,0.0,1.0,0.0,3.0,2.0,0.0,6.0,4.0,2.0,3.0,1.0,0.0,2.0,11.0
467,6.0,0.0,3.0,2.0,4.0,2.0,1.0,8.0,3.0,0.0,3.0,2.0,3.0,0.0,8.0,3.0,1.0,3.0,1.0,2.0,4.0,10.0,0.0,3.0,1.0,3.0,3.0,2.0,9.0,0.0,3.0,3.0,3.0,2.0,2.0,10.0
468,10.0,1.0,1.0,2.0,2.0,2.0,4.0,13.0,0.0,0.0,2.0,4.0,2.0,3.0,9.0,4.0,2.0,2.0,3.0,3.0,1.0,7.0,2.0,3.0,3.0,2.0,1.0,4.0,11.0,3.0,0.0,2.0,1.0,6.0,2.0,4.0
469,5.0,0.0,2.0,2.0,0.0,1.0,4.0,11.0,3.0,2.0,4.0,2.0,1.0,2.0,8.0,2.0,0.0,2.0,3.0,0.0,1.0,6.0,1.0,1.0,4.0,5.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,10.0
470,7.0,3.0,5.0,1.0,2.0,1.0,2.0,10.0,3.0,0.0,3.0,0.0,2.0,3.0,10.0,2.0,3.0,0.0,4.0,3.0,1.0,13.0,3.0,3.0,1.0,2.0,4.0,5.0,7.0,2.0,3.0,1.0,0.0,0.0,1.0,9.0
471,7.0,1.0,2.0,1.0,1.0,0.0,3.0,8.0,3.0,1.0,3.0,0.0,2.0,1.0,10.0,2.0,3.0,3.0,1.0,4.0,4.0,14.0,1.0,1.0,3.0,1.0,3.0,5.0,13.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
472,7.0,2.0,1.0,4.0,0.0,0.0,3.0,16.0,2.0,5.0,5.0,0.0,4.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,7.0,4.0,3.0,2.0,2.0,1.0,3.0,6.0,4.0,2.0,2.0,0.0,1.0,1.0,11.0
473,4.0,4.0,1.0,2.0,2.0,0.0,5.0,11.0,3.0,2.0,3.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,2.0,1.0,0.0,5.0,3.0,1.0,3.0,5.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,9.0
474,7.0,1.0,2.0,4.0,6.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,0.0,3.0,2.0,0.0,2.0,1.0,9.0,3.0,2.0,3.0,1.0,2.0,2.0,13.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0
475,9.0,2.0,2.0,4.0,1.0,2.0,3.0,13.0,2.0,2.0,3.0,3.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,2.0,1.0,1.0,10.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0
476,9.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,5.0,2.0,0.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,0.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0
477,8.0,3.0,0.0,4.0,2.0,4.0,2.0,7.0,3.0,1.0,3.0,0.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
478,10.0,2.0,1.0,1.0,2.0,1.0,0.0,8.0,3.0,0.0,1.0,2.0,0.0,3.0,16.0,2.0,1.0,1.0,1.0,0.0,5.0,11.0,0.0,2.0,2.0,3.0,2.0,3.0,8.0,1.0,3.0,1.0,3.0,6.0,2.0,7.0
479,10.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,3.0,0.0,2.0,2.0,3.0,4.0,10.0,2.0,2.0,2.0,1.0,3.0,1.0,7.0,1.0,2.0,3.0,3.0,2.0,2.0,9.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0
480,7.0,2.0,4.0,0.0,2.0,3.0,4.0,6.0,2.0,0.0,2.0,0.0,3.0,2.0,8.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,0.0,1.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,3.0,3.0,12.0
481,3.0,2.0,1.0,1.0,1.0,2.0,0.0,10.0,1.0,2.0,3.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,6.0
482,4.0,0.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,8.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,11.0,5.0,0.0,2.0,2.0,2.0,2.0,11.0
483,5.0,1.0,3.0,3.0,0.0,2.0,1.0,6.0,1.0,3.0,0.0,4.0,1.0,0.0,8.0,2.0,2.0,2.0,3.0,2.0,8.0,7.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,3.0,2.0,3.0,2.0,1.0,6.0
484,8.0,1.0,3.0,1.0,2.0,1.0,4.0,12.0,2.0,2.0,2.0,3.0,0.0,2.0,8.0,2.0,0.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0
485,8.0,2.0,0.0,1.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,1.0,2.0,1.0,11.0,7.0,3.0,1.0,0.0,2.0,6.0,4.0,1.0,3.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0
486,12.0,1.0,2.0,1.0,4.0,4.0,2.0,7.0,1.0,2.0,2.0,1.0,0.0,3.0,11.0,2.0,3.0,2.0,5.0,2.0,1.0,8.0,2.0,1.0,3.0,3.0,1.0,0.0,10.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0
487,6.0,1.0,3.0,4.0,3.0,2.0,3.0,7.0,0.0,1.0,3.0,1.0,3.0,5.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,7.0,4.0,1.0,4.0,2.0,2.0,1.0,8.0,2.0,6.0,1.0,1.0,4.0,1.0,12.0
488,7.0,0.0,3.0,3.0,2.0,0.0,1.0,12.0,2.0,2.0,2.0,5.0,4.0,2.0,5.0,3.0,2.0,0.0,1.0,5.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,4.0,8.0,1.0,2.0,5.0,2.0,2.0,3.0,10.0
489,9.0,1.0,0.0,1.0,2.0,3.0,2.0,13.0,1.0,1.0,1.0,3.0,3.0,1.0,12.0,2.0,4.0,2.0,0.0,4.0,2.0,3.0,1.0,3.0,5.0,1.0,0.0,3.0,8.0,1.0,0.0,3.0,7.0,1.0,0.0,9.0
490,9.0,1.0,0.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,14.0,2.0,1.0,2.0,1.0,3.0,2.0,7.0,3.0,2.0,2.0,5.0,3.0,3.0,17.0,2.0,0.0,5.0,1.0,2.0,3.0,8.0
491,10.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,7.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,6.0,3.0,2.0,11.0,3.0,2.0,2.0,1.0,1.0,0.0,13.0,1.0,2.0,2.0,1.0,3.0,3.0,13.0
492,12.0,4.0,4.0,3.0,2.0,5.0,2.0,9.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,2.0,5.0,3.0,1.0,1.0,3.0,9.0,3.0,3.0,4.0,3.0,2.0,2.0,9.0,1.0,3.0,0.0,2.0,2.0,1.0,12.0
493,8.0,1.0,2.0,4.0,1.0,4.0,2.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,0.0,1.0,2.0,4.0,3.0,4.0,9.0,1.0,3.0,5.0,2.0,1.0,2.0,10.0,3.0,1.0,3.0,2.0,2.0,1.0,9.0
494,7.0,1.0,2.0,2.0,4.0,0.0,2.0,12.0,2.0,3.0,4.0,2.0,1.0,2.0,7.0,0.0,2.0,3.0,4.0,1.0,0.0,10.0,4.0,1.0,0.0,1.0,3.0,2.0,12.0,0.0,4.0,5.0,3.0,5.0,2.0,5.0
495,8.0,5.0,1.0,3.0,2.0,1.0,5.0,9.0,2.0,3.0,3.0,2.0,1.0,6.0,7.0,0.0,2.0,5.0,0.0,3.0,3.0,9.0,0.0,2.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,0.0,2.0,1.0,7.0
496,8.0,3.0,4.0,2.0,1.0,3.0,2.0,7.0,1.0,0.0,2.0,1.0,3.0,0.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,1.0,9.0
497,5.0,3.0,2.0,1.0,0.0,0.0,1.0,7.0,4.0,4.0,2.0,4.0,0.0,1.0,6.0,0.0,3.0,4.0,0.0,1.0,1.0,11.0,4.0,3.0,1.0,2.0,1.0,0.0,7.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0
498,7.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,5.0,3.0,2.0,7.0,3.0,1.0,4.0,2.0,4.0,3.0,11.0
499,9.0,2.0,2.0,5.0,3.0,3.0,0.0,13.0,2.0,4.0,2.0,3.0,4.0,0.0,8.0,1.0,1.0,3.0,1.0,2.0,1.0,10.0,5.0,2.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0
500,9.0,2.0,2.0,0.0,6.0,2.0,4.0,6.0,1.0,1.0,1.0,4.0,0.0,0.0,6.0,4.0,2.0,3.0,2.0,1.0,2.0,8.0,1.0,2.0,3.0,0.0,1.0,4.0,6.0,2.0,2.0,3.0,2.0,0.0,1.0,7.0
501,7.0,3.0,3.0,1.0,3.0,1.0,2.0,10.0,2.0,1.0,4.0,2.0,2.0,3.0,9.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,1.0,4.0,1.0,4.0,7.0,6.0,1.0,6.0,2.0,2.0,1.0,7.0
502,8.0,1.0,3.0,2.0,1.0,1.0,3.0,9.0,0.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,4.0,1.0,2.0,4.0,1.0,7.0,1.0,3.0,5.0,4.0,3.0,4.0,10.0,3.0,1.0,5.0,0.0,1.0,4.0,10.0
503,10.0,2.0,1.0,2.0,1.0,0.0,1.0,5.0,3.0,5.0,1.0,0.0,2.0,0.0,10.0,2.0,1.0,1.0,1.0,4.0,2.0,12.0,3.0,1.0,1.0,4.0,4.0,1.0,8.0,3.0,0.0,1.0,2.0,2.0,2.0,8.0
504,7.0,1.0,2.0,1.0,0.0,3.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,3.0,8.0,2.0,3.0,2.0,1.0,2.0,3.0,10.0,4.0,4.0,2.0,1.0,2.0,2.0,9.0,1.0,3.0,3.0,3.0,2.0,3.0,6.0
505,9.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,0.0,2.0,4.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,14.0,2.0,3.0,2.0,1.0,2.0,1.0,11.0,2.0,2.0,0.0,1.0,5.0,0.0,7.0
506,11.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,0.0,9.0,4.0,0.0,4.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,10.0
507,5.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,1.0,4.0,1.0,3.0,1.0,2.0,7.0,3.0,0.0,0.0,3.0,2.0,2.0,12.0,0.0,6.0,2.0,1.0,1.0,1.0,11.0,1.0,3.0,0.0,1.0,1.0,3.0,9.0
508,8.0,2.0,1.0,4.0,2.0,4.0,2.0,10.0,1.0,2.0,2.0,4.0,1.0,3.0,13.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,9.0,1.0,4.0,5.0,1.0,1.0,4.0,11.0
509,12.0,1.0,4.0,3.0,2.0,0.0,1.0,12.0,2.0,2.0,2.0,3.0,1.0,3.0,12.0,4.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,2.0,1.0,3.0,7.0
510,8.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,6.0,4.0,4.0,0.0,3.0,1.0,2.0,7.0,0.0,4.0,0.0,6.0,4.0,7.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,11.0
511,12.0,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,4.0,8.0,4.0,3.0,0.0,6.0,1.0,3.0,3.0,4.0,2.0,4.0,9.0,2.0,2.0,6.0,0.0,2.0,4.0,9.0,1.0,3.0,3.0,4.0,1.0,0.0,7.0
512,12.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0,3.0,2.0,2.0,3.0,0.0,1.0,9.0,1.0,3.0,2.0,1.0,0.0,2.0,7.0,2.0,0.0,4.0,3.0,2.0,4.0,6.0,3.0,2.0,2.0,2.0,1.0,4.0,9.0
513,6.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,0.0,2.0,4.0,3.0,2.0,2.0,10.0,2.0,0.0,3.0,3.0,1.0,2.0,9.0
514,9.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,0.0,2.0,3.0,0.0,3.0,9.0,2.0,3.0,2.0,3.0,2.0,0.0,8.0,3.0,1.0,2.0,0.0,1.0,1.0,11.0,1.0,3.0,3.0,1.0,4.0,2.0,7.0
515,11.0,2.0,2.0,2.0,4.0,4.0,1.0,11.0,0.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,6.0,1.0,3.0,4.0,2.0,2.0,3.0,0.0,1.0,3.0,6.0,4.0,1.0,1.0,2.0,0.0,2.0,8.0
516,7.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,11.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,3.0,4.0,4.0,0.0,1.0,1.0,9.0
517,4.0,3.0,3.0,3.0,4.0,2.0,6.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,8.0,3.0,1.0,3.0,2.0,1.0,2.0,6.0,2.0,0.0,4.0,4.0,0.0,3.0,7.0,2.0,3.0,0.0,1.0,4.0,1.0,5.0
518,9.0,4.0,1.0,1.0,3.0,3.0,3.0,12.0,2.0,3.0,1.0,5.0,3.0,2.0,9.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,14.0,3.0,2.0,2.0,3.0,2.0,5.0,6.0
519,7.0,3.0,5.0,1.0,4.0,6.0,1.0,9.0,5.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,10.0,1.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,3.0,5.0,3.0,3.0,3.0,14.0
520,12.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,5.0,6.0,1.0,3.0,5.0,0.0,2.0,2.0,12.0,1.0,3.0,1.0,0.0,2.0,1.0,13.0,1.0,4.0,1.0,3.0,0.0,1.0,15.0
521,11.0,0.0,4.0,1.0,0.0,4.0,3.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,0.0,3.0,2.0,2.0,2.0,2.0,10.0,5.0,2.0,2.0,1.0,1.0,2.0,9.0
522,6.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,1.0,3.0,4.0,12.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,0.0,3.0,2.0,2.0,3.0,8.0,0.0,0.0,1.0,3.0,3.0,0.0,11.0
523,8.0,1.0,1.0,5.0,0.0,2.0,1.0,6.0,0.0,3.0,3.0,4.0,1.0,2.0,8.0,2.0,2.0,6.0,1.0,3.0,2.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,0.0,1.0,0.0,4.0,1.0,3.0,5.0
524,11.0,1.0,4.0,2.0,0.0,0.0,2.0,13.0,1.0,1.0,0.0,2.0,3.0,2.0,10.0,3.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,2.0,1.0,3.0,0.0,5.0,10.0
525,8.0,3.0,1.0,4.0,2.0,1.0,3.0,7.0,1.0,3.0,5.0,2.0,1.0,2.0,6.0,1.0,5.0,3.0,0.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,12.0,1.0,0.0,3.0,4.0,1.0,3.0,12.0
526,10.0,1.0,2.0,4.0,1.0,2.0,2.0,8.0,0.0,4.0,2.0,2.0,2.0,1.0,9.0,3.0,3.0,3.0,2.0,6.0,5.0,7.0,3.0,5.0,1.0,1.0,3.0,3.0,8.0,0.0,3.0,1.0,2.0,4.0,1.0,14.0
527,6.0,2.0,0.0,1.0,3.0,3.0,4.0,8.0,2.0,2.0,0.0,2.0,6.0,2.0,10.0,1.0,2.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,4.0,4.0,1.0,0.0,8.0,0.0,1.0,1.0,2.0,2.0,6.0,8.0
528,5.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,3.0,4.0,0.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0
529,5.0,6.0,5.0,1.0,2.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,6.0,3.0,6.0,0.0,2.0,4.0,3.0,0.0,3.0,10.0,1.0,1.0,2.0,0.0,2.0,1.0,10.0
530,10.0,2.0,3.0,4.0,1.0,2.0,4.0,12.0,0.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,4.0,3.0,3.0,9.0
531,10.0,3.0,2.0,4.0,1.0,3.0,2.0,13.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,13.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0
532,10.0,3.0,1.0,1.0,2.0,3.0,3.0,8.0,1.0,2.0,2.0,4.0,2.0,2.0,9.0,1.0,3.0,0.0,5.0,2.0,2.0,9.0,2.0,4.0,1.0,5.0,1.0,1.0,11.0,3.0,2.0,2.0,0.0,2.0,1.0,15.0
533,8.0,1.0,5.0,3.0,3.0,2.0,0.0,12.0,5.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,9.0,2.0,3.0,3.0,0.0,2.0,6.0,5.0,2.0,0.0,0.0,1.0,3.0,4.0,11.0
534,7.0,0.0,3.0,4.0,0.0,1.0,1.0,10.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,3.0,3.0,2.0,0.0,8.0,1.0,4.0,2.0,1.0,3.0,4.0,7.0
535,7.0,2.0,2.0,1.0,0.0,3.0,5.0,5.0,3.0,0.0,1.0,3.0,1.0,1.0,8.0,3.0,3.0,2.0,4.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,3.0,2.0,9.0,2.0,3.0,0.0,2.0,3.0,2.0,7.0
536,8.0,3.0,0.0,1.0,5.0,1.0,2.0,10.0,3.0,1.0,3.0,3.0,0.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,0.0,3.0,1.0,2.0,7.0,3.0,2.0,1.0,3.0,4.0,1.0,7.0
537,9.0,3.0,3.0,1.0,0.0,3.0,2.0,5.0,5.0,2.0,0.0,1.0,0.0,2.0,9.0,1.0,5.0,2.0,2.0,3.0,1.0,8.0,3.0,0.0,3.0,3.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,10.0
538,6.0,4.0,2.0,2.0,1.0,0.0,1.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,2.0,1.0,3.0,12.0,3.0,0.0,3.0,4.0,4.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,8.0
539,8.0,0.0,2.0,2.0,1.0,2.0,2.0,11.0,1.0,2.0,0.0,3.0,1.0,3.0,7.0,4.0,5.0,2.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0,9.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
540,4.0,0.0,1.0,3.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,5.0,2.0,4.0,4.0,5.0,6.0,3.0,3.0,0.0,2.0,1.0,3.0,7.0,2.0,0.0,1.0,3.0,1.0,3.0,8.0
541,10.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,5.0,4.0,3.0,3.0,2.0,21.0,1.0,2.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,3.0,2.0,3.0,1.0,16.0
542,17.0,0.0,3.0,2.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,4.0,0.0,10.0,4.0,3.0,1.0,1.0,2.0,1.0,8.0,4.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,3.0,1.0,2.0,1.0,11.0
543,4.0,2.0,1.0,2.0,0.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,1.0,3.0,3.0,3.0,1.0,2.0,11.0,3.0,2.0,3.0,1.0,1.0,2.0,9.0
544,8.0,3.0,6.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,0.0,5.0,0.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,0.0,3.0,9.0,0.0,2.0,1.0,1.0,4.0,3.0,11.0
545,8.0,4.0,1.0,1.0,4.0,2.0,4.0,9.0,1.0,3.0,4.0,1.0,0.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,3.0,3.0,2.0,1.0,13.0,1.0,3.0,2.0,5.0,7.0,3.0,8.0
546,8.0,6.0,3.0,3.0,3.0,3.0,5.0,8.0,1.0,2.0,0.0,4.0,3.0,1.0,10.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,8.0,2.0,5.0,2.0,1.0,3.0,1.0,11.0
547,7.0,2.0,2.0,0.0,2.0,2.0,1.0,10.0,1.0,1.0,5.0,1.0,0.0,2.0,10.0,2.0,0.0,5.0,7.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0,4.0,8.0,1.0,2.0,1.0,2.0,1.0,0.0,5.0
